"id","core_cur_work_time","ch_tot_work_time","ch_status","ch_mode","progr_progress","prog","has_error","timestamp"
"65","148:29:22","332:1:1","Работа","Авто","79","/NC/examples/08_01.nc","0","2023-11-21 22:42:10"
"66","148:29:26","332:1:5","Работа","Авто","79","/NC/examples/08_01.nc","0","2023-11-21 22:42:13"
"67","148:29:28","332:1:7","Работа","Авто","79","/NC/examples/08_01.nc","0","2023-11-21 22:42:16"
"68","148:29:31","332:1:10","Работа","Авто","79","/NC/examples/08_01.nc","0","2023-11-21 22:42:19"
"69","148:29:35","332:1:14","Работа","Авто","79","/NC/examples/08_01.nc","0","2023-11-21 22:42:22"
"70","148:29:37","332:1:16","Работа","Авто","79","/NC/examples/08_01.nc","0","2023-11-21 22:42:25"
"71","148:29:40","332:1:19","Работа","Авто","79","/NC/examples/08_01.nc","0","2023-11-21 22:42:28"
"72","148:29:44","332:1:22","Работа","Авто","79","/NC/examples/08_01.nc","0","2023-11-21 22:42:31"
"73","148:29:47","332:1:26","Работа","Авто","79","/NC/examples/08_01.nc","0","2023-11-21 22:42:34"
"74","148:29:49","332:1:28","Работа","Авто","79","/NC/examples/08_01.nc","0","2023-11-21 22:42:37"
"75","148:29:52","332:1:31","Работа","Авто","79","/NC/examples/08_01.nc","0","2023-11-21 22:42:40"
"76","148:29:56","332:1:35","Работа","Авто","91","/NC/examples/08_01.nc","0","2023-11-21 22:42:43"
"77","148:29:58","332:1:37","Работа","Авто","91","/NC/examples/08_01.nc","0","2023-11-21 22:42:46"
"78","148:30:1","332:1:40","Работа","Авто","91","/NC/examples/08_01.nc","0","2023-11-21 22:42:49"
"79","148:30:5","332:1:44","Работа","Авто","91","/NC/examples/08_01.nc","0","2023-11-21 22:42:52"
"80","148:30:7","332:1:46","Работа","Авто","91","/NC/examples/08_01.nc","0","2023-11-21 22:42:55"
"81","148:30:10","332:1:49","Работа","Авто","91","/NC/examples/08_01.nc","0","2023-11-21 22:42:58"
"82","148:30:14","332:1:51","Останов","Авто","100",,"0","2023-11-21 22:43:01"
"83","148:30:17","332:1:51","Работа","Авто","56","/NC/examples/08_02.nc","0","2023-11-21 22:43:04"
"84","148:30:19","332:1:53","Работа","Авто","70","/NC/examples/08_02.nc","0","2023-11-21 22:43:07"
"85","148:30:23","332:1:57","Работа","Авто","70","/NC/examples/08_02.nc","0","2023-11-21 22:43:10"
"86","148:30:26","332:2:0","Работа","Авто","70","/NC/examples/08_02.nc","0","2023-11-21 22:43:13"
"87","148:30:28","332:2:2","Работа","Авто","70","/NC/examples/08_02.nc","0","2023-11-21 22:43:16"
"88","148:30:32","332:2:5","Работа","Авто","70","/NC/examples/08_02.nc","0","2023-11-21 22:43:19"
"89","148:30:35","332:2:9","Работа","Авто","70","/NC/examples/08_02.nc","0","2023-11-21 22:43:22"
"90","148:30:37","332:2:11","Работа","Авто","85","/NC/examples/08_02.nc","0","2023-11-21 22:43:25"
"91","148:30:41","332:2:14","Работа","Авто","85","/NC/examples/08_02.nc","0","2023-11-21 22:43:28"
"92","148:30:44","332:2:18","Работа","Авто","85","/NC/examples/08_02.nc","0","2023-11-21 22:43:31"
"93","148:30:46","332:2:20","Работа","Авто","85","/NC/examples/08_02.nc","0","2023-11-21 22:43:34"
"94","148:30:49","332:2:23","Работа","Авто","85","/NC/examples/08_02.nc","0","2023-11-21 22:43:37"
"95","148:30:53","332:2:27","Работа","Авто","85","/NC/examples/08_02.nc","0","2023-11-21 22:43:40"
"96","148:30:56","332:2:30","Работа","Авто","85","/NC/examples/08_02.nc","0","2023-11-21 22:43:43"
"97","148:30:58","332:2:32","Работа","Авто","85","/NC/examples/08_02.nc","0","2023-11-21 22:43:46"
"98","148:31:2","332:2:36","Работа","Авто","85","/NC/examples/08_02.nc","0","2023-11-21 22:43:49"
"99","148:31:5","332:2:38","Останов","Авто","100",,"0","2023-11-21 22:43:52"
"100","148:31:7","332:2:39","Работа","Авто","79","/NC/examples/ToZero.nc","0","2023-11-21 22:43:55"
"101","148:31:11","332:2:40","Работа","Авто","80","/NC/examples/08_03.nc","0","2023-11-21 22:43:58"
"102","148:31:14","332:2:43","Работа","Авто","88","/NC/examples/08_03.nc","0","2023-11-21 22:44:01"
"103","148:31:16","332:2:46","Работа","Авто","88","/NC/examples/08_03.nc","0","2023-11-21 22:44:04"
"104","148:31:19","332:2:49","Работа","Авто","91","/NC/examples/08_03.nc","0","2023-11-21 22:44:07"
"105","148:31:23","332:2:50","Останов","Авто","100",,"0","2023-11-21 22:44:10"
"106","148:31:25","332:2:50","Работа","Авто","70","/NC/examples/08_04.nc","0","2023-11-21 22:44:13"
"107","148:31:28","332:2:53","Работа","Авто","80","/NC/examples/08_04.nc","0","2023-11-21 22:44:16"
"108","148:31:32","332:2:57","Работа","Авто","86","/NC/examples/08_04.nc","0","2023-11-21 22:44:19"
"109","148:31:35","332:3:0","Работа","Авто","89","/NC/examples/08_04.nc","0","2023-11-21 22:44:22"
"110","148:31:37","332:3:2","Работа","Авто","89","/NC/examples/08_04.nc","0","2023-11-21 22:44:25"
"111","148:31:44","332:3:5","Работа","Авто","0","/NC/examples/08_05.nc","0","2023-11-21 22:44:32"
"112","148:31:47","332:3:7","Работа","Авто","68","/NC/examples/08_05.nc","0","2023-11-21 22:44:34"
"113","148:31:50","332:3:10","Работа","Авто","73","/NC/examples/08_05.nc","0","2023-11-21 22:44:37"
"114","148:31:53","332:3:13","Работа","Авто","83","/NC/examples/08_05.nc","0","2023-11-21 22:44:40"
"115","148:31:56","332:3:16","Работа","Авто","85","/NC/examples/08_05.nc","0","2023-11-21 22:44:43"
"116","148:31:59","332:3:20","Работа","Авто","91","/NC/examples/08_05.nc","0","2023-11-21 22:44:46"
"117","148:32:2","332:3:20","Работа","Авто","0","/NC/examples/ToZero.nc","0","2023-11-21 22:44:49"
"118","148:32:5","332:3:22","Останов","Авто","100",,"0","2023-11-21 22:44:52"
"119","148:32:8","332:3:24","Работа","Авто","74","/NC/examples/08_06.nc","0","2023-11-21 22:44:56"
"120","148:32:11","332:3:26","Работа","Авто","74","/NC/examples/08_06.nc","0","2023-11-21 22:44:58"
"121","148:32:14","332:3:30","Работа","Авто","78","/NC/examples/08_06.nc","0","2023-11-21 22:45:01"
"122","148:32:17","332:3:33","Работа","Авто","78","/NC/examples/08_06.nc","0","2023-11-21 22:45:04"
"123","148:32:20","332:3:35","Работа","Авто","78","/NC/examples/08_06.nc","0","2023-11-21 22:45:07"
"124","148:32:23","332:3:39","Работа","Авто","83","/NC/examples/08_06.nc","0","2023-11-21 22:45:10"
"125","148:32:26","332:3:42","Работа","Авто","87","/NC/examples/08_06.nc","0","2023-11-21 22:45:13"
"126","148:32:29","332:3:44","Работа","Авто","87","/NC/examples/08_06.nc","0","2023-11-21 22:45:16"
"127","148:32:32","332:3:48","Работа","Авто","87","/NC/examples/08_06.nc","0","2023-11-21 22:45:19"
"128","148:32:35","332:3:49","Работа","Авто","0","/NC/examples/ToZero.nc","0","2023-11-21 22:45:22"
"129","148:32:38","332:3:49","Работа","Авто","56","/NC/examples/08_07.nc","0","2023-11-21 22:45:25"
"130","148:32:41","332:3:52","Работа","Авто","66","/NC/examples/08_07.nc","0","2023-11-21 22:45:28"
"131","148:32:44","332:3:55","Работа","Авто","71","/NC/examples/08_07.nc","0","2023-11-21 22:45:31"
"132","148:32:47","332:3:58","Работа","Авто","83","/NC/examples/08_07.nc","0","2023-11-21 22:45:34"
"133","148:32:50","332:4:1","Работа","Авто","85","/NC/examples/08_07.nc","0","2023-11-21 22:45:37"
"134","148:32:53","332:4:4","Работа","Авто","90","/NC/examples/08_07.nc","0","2023-11-21 22:45:40"
"135","148:32:56","332:4:5","Работа","Авто","79","/NC/examples/ToZero.nc","0","2023-11-21 22:45:43"
"136","148:32:59","332:4:7","Останов","Авто","100",,"0","2023-11-21 22:45:46"
"137","148:33:2","332:4:9","Работа","Авто","81","/NC/examples/08_08.nc","0","2023-11-21 22:45:49"
"138","148:33:5","332:4:12","Работа","Авто","90","/NC/examples/08_08.nc","0","2023-11-21 22:45:52"
"139","148:33:8","332:4:12","Работа","Авто","0","/NC/examples/ToZero.nc","0","2023-11-21 22:45:55"
"140","148:33:10","332:4:13","Работа","Авто","0","/NC/examples/08_09.nc","0","2023-11-21 22:45:58"
"141","148:33:10","332:4:13","Работа","Авто","0","/NC/examples/08_09.nc","0","2023-11-21 22:46:01"
"142","148:33:17","332:4:20","Работа","Авто","84","/NC/examples/08_09.nc","0","2023-11-21 22:46:04"
"143","148:33:20","332:4:23","Работа","Авто","86","/NC/examples/08_09.nc","0","2023-11-21 22:46:08"
"144","148:33:23","332:4:26","Работа","Авто","88","/NC/examples/08_09.nc","0","2023-11-21 22:46:10"
"145","148:33:26","332:4:29","Работа","Авто","91","/NC/examples/08_09.nc","0","2023-11-21 22:46:14"
"146","148:33:29","332:4:32","Работа","Авто","91","/NC/examples/08_09.nc","0","2023-11-21 22:46:17"
"147","148:33:32","332:4:34","Останов","Авто","100",,"0","2023-11-21 22:46:19"
"148","148:33:35","332:4:34","Работа","Авто","0","/NC/examples/08_10.nc","0","2023-11-21 22:46:22"
"149","148:33:38","332:4:36","Работа","Авто","73","/NC/examples/08_10.nc","0","2023-11-21 22:46:26"
"150","148:33:41","332:4:39","Работа","Авто","77","/NC/examples/08_10.nc","0","2023-11-21 22:46:29"
"151","148:33:44","332:4:42","Работа","Авто","82","/NC/examples/08_10.nc","0","2023-11-21 22:46:32"
"152","148:33:47","332:4:45","Работа","Авто","85","/NC/examples/08_10.nc","0","2023-11-21 22:46:35"
"153","148:33:50","332:4:48","Работа","Авто","88","/NC/examples/08_10.nc","0","2023-11-21 22:46:38"
"154","148:33:53","332:4:51","Работа","Авто","98","/NC/examples/08_10.nc","0","2023-11-21 22:46:41"
"155","148:33:56","332:4:52","Работа","Авто","97",,"0","2023-11-21 22:46:44"
"156","148:33:59","332:4:52","Работа","Авто","68","/NC/examples/08_11.nc","0","2023-11-21 22:46:47"
"157","148:34:2","332:4:55","Работа","Авто","77","/NC/examples/08_11.nc","0","2023-11-21 22:46:50"
"158","148:34:5","332:4:59","Работа","Авто","77","/NC/examples/08_11.nc","0","2023-11-21 22:46:53"
"159","148:34:8","332:5:1","Работа","Авто","77","/NC/examples/08_11.nc","0","2023-11-21 22:46:56"
"160","148:34:11","332:5:4","Работа","Авто","77","/NC/examples/08_11.nc","0","2023-11-21 22:46:59"
"161","148:34:14","332:5:7","Останов","Авто","100",,"0","2023-11-21 22:47:02"
"162","148:34:17","332:5:7","Останов","Авто","100",,"0","2023-11-21 22:47:05"
"163","148:34:20","332:5:9","Работа","Авто","47","/NC/examples/08_12.nc","0","2023-11-21 22:47:08"
"164","148:34:23","332:5:12","Работа","Авто","64","/NC/examples/08_12.nc","0","2023-11-21 22:47:11"
"165","148:34:26","332:5:14","Работа","Авто","64","/NC/examples/08_12.nc","0","2023-11-21 22:47:14"
"166","148:34:29","332:5:18","Работа","Авто","83","/NC/examples/08_12.nc","0","2023-11-21 22:47:17"
"167","148:34:32","332:5:20","Останов","Авто","100",,"0","2023-11-21 22:47:20"
"168","148:34:35","332:5:20","Готов","Авто","100",,"0","2023-11-21 22:47:23"
"169","148:34:38","332:5:22","Работа","Авто","34","/NC/examples/08_13.nc","0","2023-11-21 22:47:26"
"170","148:34:41","332:5:25","Работа","Авто","39","/NC/examples/08_13.nc","0","2023-11-21 22:47:29"
"171","148:34:44","332:5:28","Работа","Авто","39","/NC/examples/08_13.nc","0","2023-11-21 22:47:32"
"172","148:34:47","332:5:31","Работа","Авто","39","/NC/examples/08_13.nc","0","2023-11-21 22:47:35"
"173","148:34:50","332:5:34","Работа","Авто","39","/NC/examples/08_13.nc","0","2023-11-21 22:47:38"
"174","148:34:53","332:5:35","Работа","Авто","0","/NC/examples/ToZero.nc","0","2023-11-21 22:47:41"
"175","148:34:56","332:5:35","Работа","Авто","37","/NC/examples/08_14.nc","0","2023-11-21 22:47:44"
"176","148:34:59","332:5:39","Работа","Авто","45","/NC/examples/08_14.nc","0","2023-11-21 22:47:47"
"177","148:35:2","332:5:42","Работа","Авто","82","/NC/examples/08_14.nc","0","2023-11-21 22:47:50"
"178","148:35:5","332:5:44","Работа","Авто","84","/NC/examples/08_14.nc","0","2023-11-21 22:47:53"
"179","148:35:8","332:5:48","Работа","Авто","84","/NC/examples/08_14.nc","0","2023-11-21 22:47:56"
"180","148:35:11","332:5:51","Работа","Авто","86","/NC/examples/08_14.nc","0","2023-11-21 22:47:59"
"181","148:35:14","332:5:54","Работа","Авто","88","/NC/examples/08_14.nc","0","2023-11-21 22:48:02"
"182","148:35:17","332:5:57","Работа","Авто","96","/NC/examples/08_14.nc","0","2023-11-21 22:48:05"
"183","148:35:19","332:5:57","Готов","Авто","100",,"0","2023-11-21 22:48:08"
"184","148:35:23","332:5:59","Останов","Авто","100",,"0","2023-11-21 22:48:11"
"185","148:35:26","332:5:59","Останов","Авто","100",,"0","2023-11-21 22:48:14"
"186","148:35:29","332:6:1","Работа","Авто","82","/NC/examples/09_02.nc","0","2023-11-21 22:48:17"
"187","148:35:32","332:6:4","Работа","Авто","88","/NC/examples/09_02.nc","0","2023-11-21 22:48:20"
"188","148:35:35","332:6:5","Останов","Авто","100",,"0","2023-11-21 22:48:23"
"189","148:35:38","332:6:8","Работа","Авто","79","/NC/examples/ToZero.nc","0","2023-11-21 22:48:26"
"190","148:35:41","332:6:10","Останов","Авто","100",,"0","2023-11-21 22:48:29"
"191","148:35:44","332:6:12","Работа","Авто","60","/NC/examples/09_03.nc","0","2023-11-21 22:48:32"
"192","148:35:47","332:6:15","Работа","Авто","60","/NC/examples/09_03.nc","0","2023-11-21 22:48:35"
"193","148:35:50","332:6:18","Работа","Авто","60","/NC/examples/09_03.nc","0","2023-11-21 22:48:38"
"194","148:35:53","332:6:21","Работа","Авто","73","/NC/examples/09_03.nc","0","2023-11-21 22:48:41"
"195","148:35:56","332:6:24","Работа","Авто","79","/NC/examples/09_03.nc","0","2023-11-21 22:48:44"
"196","148:35:59","332:6:27","Работа","Авто","79","/NC/examples/09_03.nc","0","2023-11-21 22:48:47"
"197","148:36:2","332:6:30","Работа","Авто","79","/NC/examples/09_03.nc","0","2023-11-21 22:48:50"
"198","148:36:5","332:6:33","Работа","Авто","79","/NC/examples/09_03.nc","0","2023-11-21 22:48:53"
"199","148:36:8","332:6:36","Работа","Авто","79","/NC/examples/09_03.nc","0","2023-11-21 22:48:56"
"200","148:36:11","332:6:39","Работа","Авто","85","/NC/examples/09_03.nc","0","2023-11-21 22:48:59"
"201","148:36:14","332:6:42","Работа","Авто","92","/NC/examples/09_03.nc","0","2023-11-21 22:49:02"
"202","148:36:17","332:6:44","Останов","Авто","100",,"0","2023-11-21 22:49:05"
"203","148:36:20","332:6:44","Готов","Авто","100",,"0","2023-11-21 22:49:08"
"204","148:36:23","332:6:46","Работа","Авто","35","/NC/examples/09_04.nc","0","2023-11-21 22:49:11"
"205","148:36:26","332:6:50","Работа","Авто","35","/NC/examples/09_04.nc","0","2023-11-21 22:49:14"
"206","148:36:29","332:6:53","Работа","Авто","35","/NC/examples/09_04.nc","0","2023-11-21 22:49:17"
"207","148:36:32","332:6:56","Работа","Авто","35","/NC/examples/09_04.nc","0","2023-11-21 22:49:20"
"208","148:36:35","332:6:58","Работа","Авто","35","/NC/examples/09_04.nc","0","2023-11-21 22:49:23"
"209","148:36:38","332:7:2","Работа","Авто","35","/NC/examples/09_04.nc","0","2023-11-21 22:49:26"
"210","148:36:41","332:7:5","Работа","Авто","35","/NC/examples/09_04.nc","0","2023-11-21 22:49:29"
"211","148:36:44","332:7:7","Работа","Авто","35","/NC/examples/09_04.nc","0","2023-11-21 22:49:32"
"212","148:36:47","332:7:11","Работа","Авто","35","/NC/examples/09_04.nc","0","2023-11-21 22:49:35"
"213","148:36:50","332:7:14","Работа","Авто","44","/NC/examples/09_04.nc","0","2023-11-21 22:49:38"
"214","148:36:53","332:7:16","Работа","Авто","44","/NC/examples/09_04.nc","0","2023-11-21 22:49:41"
"215","148:36:56","332:7:20","Работа","Авто","51","/NC/examples/09_04.nc","0","2023-11-21 22:49:44"
"216","148:36:59","332:7:23","Работа","Авто","57","/NC/examples/09_04.nc","0","2023-11-21 22:49:47"
"217","148:37:2","332:7:25","Работа","Авто","57","/NC/examples/09_04.nc","0","2023-11-21 22:49:50"
"218","148:37:5","332:7:29","Работа","Авто","57","/NC/examples/09_04.nc","0","2023-11-21 22:49:53"
"219","148:37:8","332:7:32","Работа","Авто","57","/NC/examples/09_04.nc","0","2023-11-21 22:49:56"
"220","148:37:11","332:7:35","Работа","Авто","57","/NC/examples/09_04.nc","0","2023-11-21 22:49:59"
"221","148:37:14","332:7:37","Работа","Авто","57","/NC/examples/09_04.nc","0","2023-11-21 22:50:02"
"222","148:37:17","332:7:41","Работа","Авто","57","/NC/examples/09_04.nc","0","2023-11-21 22:50:05"
"223","148:37:20","332:7:44","Работа","Авто","57","/NC/examples/09_04.nc","0","2023-11-21 22:50:08"
"224","148:37:23","332:7:46","Работа","Авто","57","/NC/examples/09_04.nc","0","2023-11-21 22:50:11"
"225","148:37:26","332:7:50","Работа","Авто","57","/NC/examples/09_04.nc","0","2023-11-21 22:50:14"
"226","148:37:29","332:7:53","Работа","Авто","57","/NC/examples/09_04.nc","0","2023-11-21 22:50:17"
"227","148:37:32","332:7:55","Работа","Авто","57","/NC/examples/09_04.nc","0","2023-11-21 22:50:20"
"228","148:37:35","332:7:59","Работа","Авто","57","/NC/examples/09_04.nc","0","2023-11-21 22:50:23"
"229","148:37:38","332:8:2","Работа","Авто","57","/NC/examples/09_04.nc","0","2023-11-21 22:50:26"
"230","148:37:41","332:8:4","Работа","Авто","67","/NC/examples/09_04.nc","0","2023-11-21 22:50:29"
"231","148:37:44","332:8:8","Работа","Авто","67","/NC/examples/09_04.nc","0","2023-11-21 22:50:32"
"232","148:37:47","332:8:11","Работа","Авто","67","/NC/examples/09_04.nc","0","2023-11-21 22:50:35"
"233","148:37:50","332:8:14","Работа","Авто","67","/NC/examples/09_04.nc","0","2023-11-21 22:50:38"
"234","148:37:53","332:8:16","Работа","Авто","67","/NC/examples/09_04.nc","0","2023-11-21 22:50:41"
"235","148:37:56","332:8:20","Работа","Авто","78","/NC/examples/09_04.nc","0","2023-11-21 22:50:44"
"236","148:37:59","332:8:23","Работа","Авто","78","/NC/examples/09_04.nc","0","2023-11-21 22:50:47"
"237","148:38:2","332:8:25","Работа","Авто","78","/NC/examples/09_04.nc","0","2023-11-21 22:50:50"
"238","148:38:5","332:8:27","Работа","Авто","79","/NC/examples/ToZero.nc","0","2023-11-21 22:50:53"
"239","148:38:8","332:8:27","Работа","Авто","98",,"0","2023-11-21 22:50:56"
"240","148:38:11","332:8:28","Работа","Авто","97","/NC/examples/ToZero.nc","0","2023-11-21 22:50:59"
"241","148:38:14","332:8:29","Работа","Авто","71","/NC/examples/10_02.nc","0","2023-11-21 22:51:02"
"242","148:38:17","332:8:33","Работа","Авто","71","/NC/examples/10_02.nc","0","2023-11-21 22:51:05"
"243","148:38:20","332:8:35","Работа","Авто","71","/NC/examples/10_02.nc","0","2023-11-21 22:51:08"
"244","148:38:23","332:8:38","Работа","Авто","71","/NC/examples/10_02.nc","0","2023-11-21 22:51:11"
"245","148:38:26","332:8:42","Работа","Авто","71","/NC/examples/10_02.nc","0","2023-11-21 22:51:14"
"246","148:38:29","332:8:44","Работа","Авто","76","/NC/examples/10_02.nc","0","2023-11-21 22:51:17"
"247","148:38:32","332:8:47","Работа","Авто","76","/NC/examples/10_02.nc","0","2023-11-21 22:51:20"
"248","148:38:35","332:8:50","Работа","Авто","91","/NC/examples/10_02.nc","0","2023-11-21 22:51:23"
"249","148:38:38","332:8:53","Работа","Авто","91","/NC/examples/10_02.nc","0","2023-11-21 22:51:26"
"250","148:38:41","332:8:55","Работа","Авто","91","/NC/examples/10_02.nc","0","2023-11-21 22:51:29"
"251","148:38:44","332:8:57","Работа","Авто","79","/NC/examples/ToZero.nc","0","2023-11-21 22:51:32"
"252","148:38:47","332:8:58","Готов","Авто","100",,"0","2023-11-21 22:51:35"
"253","148:38:50","332:9:0","Работа","Авто","70","/NC/examples/10_03.nc","0","2023-11-21 22:51:38"
"254","148:38:53","332:9:3","Работа","Авто","70","/NC/examples/10_03.nc","0","2023-11-21 22:51:41"
"255","148:38:56","332:9:6","Работа","Авто","86","/NC/examples/10_03.nc","0","2023-11-21 22:51:44"
"256","148:38:59","332:9:9","Работа","Авто","86","/NC/examples/10_03.nc","0","2023-11-21 22:51:47"
"257","148:39:2","332:9:11","Работа","Авто","86","/NC/examples/10_03.nc","0","2023-11-21 22:51:50"
"258","148:39:5","332:9:13","Готов","Авто","100",,"0","2023-11-21 22:51:53"
"259","148:39:8","332:9:14","Работа","Авто","0","/NC/examples/10_04.nc","0","2023-11-21 22:51:56"
"260","148:39:11","332:9:16","Работа","Авто","60","/NC/examples/10_04.nc","0","2023-11-21 22:51:59"
"261","148:39:13","332:9:18","Работа","Авто","60","/NC/examples/10_04.nc","0","2023-11-21 22:52:02"
"262","148:39:17","332:9:23","Работа","Авто","70","/NC/examples/10_04.nc","0","2023-11-21 22:52:05"
"263","148:39:20","332:9:25","Работа","Авто","70","/NC/examples/10_04.nc","0","2023-11-21 22:52:08"
"264","148:39:23","332:9:28","Работа","Авто","84","/NC/examples/10_04.nc","0","2023-11-21 22:52:11"
"265","148:39:26","332:9:31","Работа","Авто","84","/NC/examples/10_04.nc","0","2023-11-21 22:52:14"
"266","148:39:29","332:9:33","Работа","Авто","84","/NC/examples/10_04.nc","0","2023-11-21 22:52:17"
"267","148:39:32","332:9:37","Работа","Авто","91","/NC/examples/10_04.nc","0","2023-11-21 22:52:20"
"268","148:39:35","332:9:40","Работа","Авто","98","/NC/examples/10_04.nc","0","2023-11-21 22:52:23"
"269","148:39:38","332:9:40","Работа","Авто","79","/NC/examples/ToZero.nc","0","2023-11-21 22:52:26"
"270","148:39:41","332:9:42","Работа","Авто","78","/NC/examples/10_05.nc","0","2023-11-21 22:52:29"
"271","148:39:44","332:9:45","Работа","Авто","78","/NC/examples/10_05.nc","0","2023-11-21 22:52:32"
"272","148:39:48","332:9:48","Работа","Авто","78","/NC/examples/10_05.nc","0","2023-11-21 22:52:35"
"273","148:39:50","332:9:48","Работа","Авто","79","/NC/examples/ToZero.nc","0","2023-11-21 22:52:38"
"274","148:39:53","332:9:49","Работа","Авто","79","/NC/examples/10_06.nc","0","2023-11-21 22:52:41"
"275","148:39:56","332:9:53","Работа","Авто","79","/NC/examples/10_06.nc","0","2023-11-21 22:52:44"
"276","148:39:59","332:9:55","Работа","Авто","79","/NC/examples/10_06.nc","0","2023-11-21 22:52:47"
"277","148:40:2","332:9:58","Работа","Авто","79","/NC/examples/10_06.nc","0","2023-11-21 22:52:50"
"278","148:40:5","332:10:2","Работа","Авто","79","/NC/examples/10_06.nc","0","2023-11-21 22:52:53"
"279","148:40:8","332:10:4","Работа","Авто","98","/NC/examples/10_06.nc","0","2023-11-21 22:52:56"
"280","148:40:11","332:10:5","Останов","Авто","100",,"0","2023-11-21 22:52:59"
"281","148:40:14","332:10:7","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:02"
"282","148:40:17","332:10:9","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:05"
"283","148:40:20","332:10:12","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:08"
"284","148:40:23","332:10:15","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:11"
"285","148:40:26","332:10:18","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:14"
"286","148:40:29","332:10:21","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:17"
"287","148:40:32","332:10:24","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:20"
"288","148:40:35","332:10:28","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:23"
"289","148:40:38","332:10:30","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:26"
"290","148:40:41","332:10:33","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:29"
"291","148:40:44","332:10:37","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:32"
"292","148:40:47","332:10:39","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:35"
"293","148:40:50","332:10:42","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:38"
"294","148:40:53","332:10:46","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:41"
"295","148:40:56","332:10:48","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:44"
"296","148:40:59","332:10:51","Работа","Авто","72","/NC/examples/10_08.nc","0","2023-11-21 22:53:47"
"297","148:41:2","332:10:52","Работа","Авто","79","/NC/examples/ToZero.nc","0","2023-11-21 22:53:50"
"298","148:41:5","332:10:54","Останов","Авто","100",,"0","2023-11-21 22:53:53"
"299","148:41:8","332:10:56","Работа","Авто","72","/NC/examples/10_09.nc","0","2023-11-21 22:53:56"
"300","148:41:11","332:10:59","Работа","Авто","72","/NC/examples/10_09.nc","0","2023-11-21 22:53:59"
"301","148:41:15","332:11:3","Работа","Авто","72","/NC/examples/10_09.nc","0","2023-11-21 22:54:02"
"302","148:41:17","332:11:5","Работа","Авто","72","/NC/examples/10_09.nc","0","2023-11-21 22:54:05"
"303","148:41:20","332:11:8","Работа","Авто","72","/NC/examples/10_09.nc","0","2023-11-21 22:54:08"
