"id","core_cur_work_time","ch_tot_work_time","ch_status","ch_mode","progr_progress","prog","has_error","timestamp"
"28","148:31:24","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:45:52"
"29","148:31:27","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:45:56"
"30","148:31:29","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:45:58"
"31","148:31:33","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:02"
"32","148:31:36","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:04"
"33","148:31:39","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:08"
"34","148:31:42","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:11"
"35","148:31:45","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:13"
"36","148:31:47","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:17"
"37","148:31:51","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:20"
"38","148:31:54","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:23"
"39","148:31:57","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:26"
"40","148:31:59","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:29"
"41","148:32:3","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:32"
"42","148:32:6","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:35"
"43","148:32:8","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:38"
"44","148:32:12","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:41"
"45","148:32:15","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:44"
"46","148:32:18","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:47"
"47","148:32:21","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:50"
"48","148:32:24","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:53"
"49","148:32:27","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:56"
"50","148:32:30","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:46:59"
"51","148:32:33","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:02"
"52","148:32:36","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:05"
"53","148:32:39","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:08"
"54","148:32:42","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:11"
"55","148:32:45","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:14"
"56","148:32:47","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:17"
"57","148:32:51","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:20"
"58","148:32:54","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:23"
"59","148:32:57","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:26"
"60","148:33:0","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:29"
"61","148:33:3","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:32"
"62","148:33:6","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:35"
"63","148:33:9","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:38"
"64","148:33:12","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:41"
"65","148:33:15","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:44"
"66","148:33:18","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:47"
"67","148:33:21","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:50"
"68","148:33:24","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:53"
"69","148:33:27","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:56"
"70","148:33:30","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:47:59"
"71","148:33:33","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:02"
"72","148:33:36","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:05"
"73","148:33:39","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:08"
"74","148:33:42","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:11"
"75","148:33:45","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:14"
"76","148:33:48","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:17"
"77","148:33:51","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:20"
"78","148:33:54","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:23"
"79","148:33:57","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:26"
"80","148:34:0","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:29"
"81","148:34:3","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:32"
"82","148:34:6","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:35"
"83","148:34:9","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:38"
"84","148:34:12","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:41"
"85","148:34:15","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:44"
"86","148:34:18","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:47"
"87","148:34:21","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:50"
"88","148:34:24","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:53"
"89","148:34:27","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:56"
"90","148:34:30","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:48:59"
"91","148:34:33","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:02"
"92","148:34:36","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:05"
"93","148:34:39","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:08"
"94","148:34:42","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:11"
"95","148:34:45","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:14"
"96","148:34:48","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:17"
"97","148:34:51","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:20"
"98","148:34:54","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:23"
"99","148:34:57","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:26"
"100","148:35:0","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:29"
"101","148:35:3","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:32"
"102","148:35:6","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:35"
"103","148:35:9","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:38"
"104","148:35:12","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:41"
"105","148:35:15","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:44"
"106","148:35:18","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:47"
"107","148:35:21","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:50"
"108","148:35:24","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:53"
"109","148:35:27","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:56"
"110","148:35:30","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:49:59"
"111","148:35:33","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:02"
"112","148:35:36","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:05"
"113","148:35:39","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:08"
"114","148:35:42","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:11"
"115","148:35:45","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:14"
"116","148:35:48","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:17"
"117","148:35:51","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:20"
"118","148:35:54","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:23"
"119","148:35:57","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:26"
"120","148:36:0","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:29"
"121","148:36:3","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:32"
"122","148:36:6","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:35"
"123","148:36:9","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:38"
"124","148:36:12","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:41"
"125","148:36:15","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:44"
"126","148:36:18","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:47"
"127","148:36:21","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:50"
"128","148:36:24","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:53"
"129","148:36:27","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:56"
"130","148:36:30","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:50:59"
"131","148:36:33","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:02"
"132","148:36:36","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:05"
"133","148:36:39","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:08"
"134","148:36:42","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:11"
"135","148:36:45","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:14"
"136","148:36:48","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:17"
"137","148:36:51","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:20"
"138","148:36:54","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:23"
"139","148:36:57","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:26"
"140","148:37:0","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:29"
"141","148:37:3","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:32"
"142","148:37:6","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:35"
"143","148:37:9","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:38"
"144","148:37:12","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:41"
"145","148:37:15","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:44"
"146","148:37:18","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:47"
"147","148:37:21","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:50"
"148","148:37:24","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:53"
"149","148:37:27","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:56"
"150","148:37:30","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:51:59"
"151","148:37:33","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:02"
"152","148:37:36","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:05"
"153","148:37:39","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:08"
"154","148:37:42","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:11"
"155","148:37:45","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:14"
"156","148:37:48","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:17"
"157","148:37:51","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:20"
"158","148:37:54","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:23"
"159","148:37:57","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:26"
"160","148:38:0","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:29"
"161","148:38:3","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:32"
"162","148:38:6","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:35"
"163","148:38:9","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:38"
"164","148:38:12","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:41"
"165","148:38:15","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:44"
"166","148:38:18","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:47"
"167","148:38:21","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:50"
"168","148:38:24","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:53"
"169","148:38:27","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:56"
"170","148:38:30","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:52:59"
"171","148:38:33","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:02"
"172","148:38:36","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:05"
"173","148:38:39","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:08"
"174","148:38:42","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:11"
"175","148:38:45","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:14"
"176","148:38:48","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:17"
"177","148:38:51","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:20"
"178","148:38:54","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:23"
"179","148:38:57","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:26"
"180","148:39:0","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:29"
"181","148:39:3","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:32"
"182","148:39:6","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:35"
"183","148:39:9","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:38"
"184","148:39:12","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:41"
"185","148:39:15","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:44"
"186","148:39:18","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:47"
"187","148:39:21","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:50"
"188","148:39:24","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:53"
"189","148:39:27","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:56"
"190","148:39:30","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:53:59"
"191","148:39:33","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:02"
"192","148:39:36","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:05"
"193","148:39:39","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:08"
"194","148:39:42","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:11"
"195","148:39:45","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:14"
"196","148:39:48","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:17"
"197","148:39:51","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:20"
"198","148:39:54","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:23"
"199","148:39:57","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:26"
"200","148:40:0","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:29"
"201","148:40:3","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:32"
"202","148:40:6","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:35"
"203","148:40:9","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:38"
"204","148:40:12","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:41"
"205","148:40:15","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:44"
"206","148:40:18","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:47"
"207","148:40:21","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:50"
"208","148:40:24","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:53"
"209","148:40:27","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:56"
"210","148:40:30","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:54:59"
"211","148:40:33","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:02"
"212","148:40:36","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:05"
"213","148:40:39","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:08"
"214","148:40:42","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:11"
"215","148:40:45","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:14"
"216","148:40:48","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:17"
"217","148:40:51","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:20"
"218","148:40:54","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:23"
"219","148:40:57","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:26"
"220","148:41:0","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:29"
"221","148:41:3","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:32"
"222","148:41:6","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:35"
"223","148:41:9","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:38"
"224","148:41:12","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:41"
"225","148:41:15","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:44"
"226","148:41:18","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:47"
"227","148:41:21","173:50:6","Ошибка","Стр. ввода","0","/NC/.~mdi/ch1","0","2023-11-21 22:55:50"
